Date,Ticker,Open,High,Low,Close,Volume
2015-01-01,AAPL,101.03184941004706,101.32972301681899,98.85235437937838,101.19741015525102,344567.0
2015-01-02,AAPL,100.86649592169681,100.86649592169681,99.5689811441504,101.22006444647303,310521.0
2015-01-05,AAPL,101.16448890069019,101.1768210629094,100.92012448620686,101.33987171104259,
2015-01-06,AAPL,,103.20385933988695,102.28735634369264,101.77790504434978,295025.0
2015-01-07,AAPL,102.74472787025546,104.05030891092699,102.21170123486006,102.0903100308095,439080.0
2015-01-08,AAPL,101.31197834420156,102.09477324445541,100.52056149116206,102.67518898940602,387721.0
2015-01-09,AAPL,103.08661750119404,104.92381064789436,102.49879148242178,,712028.0
2015-01-12,AAPL,104.97392228593381,105.96827770647852,103.49153394132941,104.20353604524556,779883.0
2015-01-13,AAPL,103.05748405134338,105.28133563649365,102.77363355386514,104.91846886057684,624222.0
2015-01-14,AAPL,104.2119726135103,104.93137365300109,104.08894494871902,103.76221701477292,427009.0
2015-01-15,AAPL,104.83003535200397,104.83003535200397,102.73155559457476,104.63691379889627,557718.0
2015-01-16,AAPL,,103.84606975916279,102.67587012293426,103.81330725106318,703922.0
2015-01-19,AAPL,104.69156833480056,105.71804634814644,102.55160876173545,,482725.0
2015-01-20,AAPL,101.77122897499686,102.29851662832893,101.77122897499686,102.56744502561672,466226.0
2015-01-21,AAPL,101.0580874857237,102.14486645293195,98.73178225350794,101.11751532858369,876512.0
2015-01-22,AAPL,98.61899947127324,99.6213204345506,97.93415708184205,100.05718554944498,261220.0
2015-01-23,AAPL,97.90345208789859,99.5339094283606,97.14344686468066,98.07478984706282,975250.0
2015-01-26,AAPL,97.91856278157215,,97.91856278157215,99.7467446848835,693137.0
2015-01-27,AAPL,98.60288335161059,98.60288335161059,97.4947175938864,97.79186126942322,480083.0
2015-01-28,AAPL,97.56053880200936,,95.05201292417264,96.31747690396811,534459.0
2015-01-29,AAPL,98.28375666482697,100.02456211883454,97.26703119393206,98.18736004829401,329785.0
2015-01-30,AAPL,97.8258170550683,98.25560680552445,97.73604131294711,96.88593887618129,743800.0
2015-02-02,AAPL,98.00807872835246,98.7364331069426,97.22875258242239,98.56074875570395,67668.0
2015-02-03,AAPL,97.01741226408667,97.4093527246751,95.4616015537807,,283844.0
2015-02-04,AAPL,95.6410070104042,96.50278213852701,94.15330539209147,95.83230332470933,354646.0
2015-02-05,AAPL,96.3325224969895,96.3325224969895,94.27145495622347,96.1014102287296,8415.0
2015-02-06,AAPL,95.05308972548067,95.05308972548067,94.14787503623783,95.31848409360039,
2015-02-09,AAPL,95.70661515235695,97.18161656377953,94.79933859761087,95.5740199477878,847574.0
2015-02-10,AAPL,94.15291408644055,95.19016402953055,94.15291408644055,94.32121632569707,139286.0
2015-02-11,AAPL,94.67762163296352,94.67762163296352,93.26659920626115,94.7742347814141,365986.0
2015-02-12,AAPL,93.47730702195864,95.6523037659805,92.48956751386656,93.01376925677536,143180.0
2015-02-13,AAPL,96.26117733649487,97.0005834605677,94.17751142527842,95.52959698437466,
2015-02-16,AAPL,94.69645807104732,95.87700836541828,94.69645807104732,95.9229598604873,429276.0
2015-02-17,AAPL,94.52747404881931,,94.2088858691914,95.10736784757671,297063.0
2015-02-18,AAPL,95.58932528651121,97.04405763703058,95.16247280387599,95.47546272335732,479108.0
2015-02-19,AAPL,94.57356569983186,95.86193874748511,93.77814658137117,94.73666476871412,932298.0
2015-02-20,AAPL,94.59557977236192,94.97862073072724,92.71269983026144,94.34855232315097,390959.0
2015-02-23,AAPL,91.4101648192665,93.73389111442931,91.4101648192665,92.48356860646643,151653.0
2015-02-24,AAPL,91.81363422138297,92.26867476064506,90.56340211809051,90.76937474593171,771097.0
2015-02-25,AAPL,92.14342362867103,92.53799525787953,89.911568165948,91.5190907705577,76277.0
2015-02-26,AAPL,92.87553793976154,93.82245527319084,91.97003172377907,91.89322609622745,230577.0
2015-02-27,AAPL,92.57347018052269,93.00981859825566,91.47131298856237,91.95958608157355,499682.0
2015-03-02,AAPL,92.42827074057581,92.42827074057581,90.85799371956236,91.39293424772512,985558.0
2015-03-03,AAPL,92.04461898672766,92.28241340220536,91.71738797806132,92.67764008539922,690870.0
2015-03-04,AAPL,89.76813608979936,90.27312439161932,89.76813608979936,89.50321943897119,474048.0
2015-03-05,AAPL,89.72441488994694,90.95152233656309,88.1890193768342,89.36554652946153,61272.0
2015-03-06,AAPL,89.54005619749657,,87.60978791710573,88.51794010471343,858253.0
2015-03-09,AAPL,90.97482393068438,91.01376854840478,89.62830331867639,90.01453324100049,255024.0
2015-03-10,AAPL,90.89108016427859,,89.18135670787612,91.1260840255184,919638.0
2015-03-11,AAPL,88.22142427775276,88.85135732867869,87.80842370399935,89.19177168676532,182561.0
2015-03-12,AAPL,88.8169571858722,90.03739069089661,88.48377918173793,89.62392771330205,994666.0
2015-03-13,AAPL,88.40753230303173,90.50683964309819,87.49640860665662,,235864.0
2015-03-16,AAPL,87.8110633588638,89.73583026622997,86.71247590049605,88.65567069415343,706191.0
2015-03-17,AAPL,88.18482693553078,89.48789962371914,,88.20215287037502,816359.0
2015-03-18,AAPL,90.05698025291994,90.05698025291994,88.81350571474407,90.4791139780538,276796.0
2015-03-19,AAPL,91.19059172750086,91.9326089760675,90.34147662949633,90.14071524891042,3187.0
2015-03-20,AAPL,90.38023402890806,91.30170852973527,89.10753116973441,90.55069972084242,766791.0
2015-03-23,AAPL,89.05112838277189,91.22102734410974,89.05112838277189,90.0716530097506,57358.0
2015-03-24,AAPL,90.24188559597972,90.62359509114768,88.52408037861738,89.06590470088773,264844.0
2015-03-25,AAPL,91.20197131355934,92.44666381374452,,91.29958340416098,670277.0
2015-03-26,AAPL,89.72461846132867,90.95008743235974,89.72461846132867,89.68626738742165,780976.0
2015-03-27,AAPL,89.72723346733962,91.55466670686381,88.9120613935603,91.0283791451643,795760.0
2015-03-30,AAPL,,89.94977633140871,88.12563463718726,89.69060475979423,307081.0
2015-03-31,AAPL,87.63153533367647,89.71421534371555,86.72877468868784,86.98191574317076,
2015-04-01,AAPL,89.15138625271463,89.15138625271463,87.61735998361509,88.6872266154469,37468.0
2015-04-02,AAPL,90.4273866422835,90.85222055074111,88.17376868982576,89.32898300441201,813395.0
2015-04-03,AAPL,,90.78271944483983,89.69870047793991,,305359.0
2015-04-06,AAPL,90.21707941690784,92.33979590971428,89.15777706292482,90.94480319578982,77848.0
2015-04-07,AAPL,91.33338742539235,91.85759316077106,90.77504620368964,90.91630992407147,
2015-04-08,AAPL,90.2700389799533,,89.81169602653311,91.23288451333795,174311.0
2015-04-09,AAPL,90.06447135795497,92.4645748054676,89.7641175309397,,164244.0
2015-04-10,AAPL,92.89605300903507,93.24282161813606,91.14461337898518,92.16350659233751,559981.0
2015-04-13,AAPL,93.21201108163847,93.59136874278232,91.16897258510167,91.74670866576565,191121.0
2015-04-14,AAPL,94.19794151951345,95.72142630402624,92.2611196099256,94.44708770223154,636274.0
2015-04-15,AAPL,91.69767532276425,92.97113668656544,90.83476170664582,91.76337163040483,627926.0
2015-04-16,AAPL,92.12678571753295,92.75747138260508,90.89113813914533,92.84809108145618,653873.0
2015-04-17,AAPL,91.46437325206514,93.68550101507088,91.46437325206514,92.1522958109028,616168.0
2015-04-20,AAPL,92.2486757645902,93.70483679613244,90.42105122959573,91.84656587131201,591189.0
2015-04-21,AAPL,92.7700994796762,92.7700994796762,90.92695198645023,91.21486861210047,822935.0
2015-04-22,AAPL,89.10422503228642,91.02443937601109,88.95046327232012,89.70084841446085,
2015-04-23,AAPL,89.03356047463876,90.49750871816255,,88.90741554555774,427903.0
2015-04-24,AAPL,90.35701925466437,91.47945664946815,88.50136205950236,90.4041015663569,601600.0
2015-04-27,AAPL,91.86580293405179,92.84709156632512,89.97130102209785,91.4663779147319,636873.0
2015-04-28,AAPL,91.48887023912184,92.7986804990619,89.75965205713955,91.37616881778588,539314.0
2015-04-29,AAPL,91.2314531274998,91.64464580697955,90.27257727976915,90.6698722241154,544576.0
2015-04-30,AAPL,89.2383137538077,91.28988002437035,88.96925774976191,,898116.0
2015-05-01,AAPL,90.70216185077696,91.70474873653703,89.423602765064,91.61542992066681,499843.0
2015-05-04,AAPL,91.96636998501694,92.29013656914518,89.93807459957476,90.83360428234501,995453.0
2015-05-05,AAPL,90.086566794445,91.97535429911996,89.40044191690056,90.59714615665985,485282.0
2015-05-06,AAPL,92.1017379897445,92.1017379897445,89.31253045835544,91.35252325713462,409376.0
2015-05-07,AAPL,92.15502600624349,92.83828755382902,89.4992448967934,92.08027020215313,613242.0
2015-05-08,AAPL,91.2834297713043,94.05775163782279,91.2834297713043,92.0498981603194,413755.0
2015-05-11,AAPL,92.06751803035924,92.12343947202316,90.87216488853018,90.93594362035654,174115.0
2015-05-12,AAPL,90.48350032396168,92.93974561724959,89.58966282506334,90.29622940034174,674623.0
2015-05-13,AAPL,91.35877111717791,,89.58976316710239,90.76217885699069,154837.0
2015-05-14,AAPL,90.25611538654769,90.25611538654769,87.85727347851834,88.85148447388829,173257.0
2015-05-15,AAPL,90.3081726124598,90.3081726124598,,90.26398282202182,831288.0
2015-05-18,AAPL,90.15693198127471,90.96397964625399,88.47074363615835,90.16098710682168,294624.0
2015-05-19,AAPL,89.10193944969376,90.2427738257098,87.94704574263959,89.20091864872848,432058.0
2015-05-20,AAPL,90.47999377704836,91.09855349949417,89.05651649223846,88.87865543817712,908383.0
2015-05-21,AAPL,87.77139265386198,90.0542250822691,86.2601244678498,88.34249845841438,769184.0
2015-05-22,AAPL,88.23825973543816,88.92577858467402,87.10403359177637,88.75637549176574,391270.0
2015-05-25,AAPL,86.43792446077067,89.17795574749911,85.8514280528298,87.69127554942943,93876.0
2015-05-26,AAPL,86.10850982706113,88.53134629646284,84.74500894568426,86.85422352721855,886050.0
2015-05-27,AAPL,85.78203910637029,87.44758540656055,85.61308427011832,86.66687607945376,198478.0
2015-05-28,AAPL,87.40289222628371,87.40289222628371,85.58390466727765,86.33058792398887,
2015-05-29,AAPL,88.86561138021824,89.6396486828822,87.08493066642491,88.08465062580919,298698.0
2015-06-01,AAPL,89.76780099937328,89.76780099937328,87.09313429987714,89.32911857392546,752722.0
2015-06-02,AAPL,88.66928630975342,90.55020591971785,88.06385655025812,90.05370909436348,497005.0
2015-06-03,AAPL,88.68657600551494,89.95813831523692,88.53594089322144,88.78538488606858,321961.0
2015-06-04,AAPL,86.83730192939008,88.89842099890616,85.30787960307441,87.97191276426692,229931.0
2015-06-05,AAPL,87.26173151515921,87.86946060615445,86.30439907251267,87.76465028913269,228579.0
2015-06-08,AAPL,87.90506244387798,89.10688789042172,86.86445271935635,86.98093672647366,704363.0
2015-06-09,AAPL,89.3820115150606,90.59671858384122,87.87269561500908,89.07794781162168,618367.0
2015-06-10,AAPL,90.3155195610586,91.1416157056831,87.99270378167363,88.6180110544318,181494.0
2015-06-11,AAPL,89.52188477665104,91.32327624430592,89.21820265487587,89.40606162392255,531799.0
2015-06-12,AAPL,90.43553392580938,90.43553392580938,88.30378388890946,89.83654541207785,445709.0
2015-06-15,AAPL,88.77216762009591,89.3851980154564,87.89469425057209,87.6954559241175,581971.0
